id,Area,city_id,zone_id
2404,Pratap Vihar,4,70
2405,Mirzapur,4,70
2406,New Vijay Nagar Colony,4,70
2407,Sarvodaya Nagar,4,70
2408,Vijay Nagar_Pratap Vihar,4,70
2409,Mawai,4,70
2410,Advocate Colony,4,70
2411,Bhur Bharat Nagar,4,70
2412,Gnoida Daewoo Motors,4,74
2413,Gnoida Yamaha Motors,4,74
2414,Gnoida Moser Baer,4,74
2415,Gnoida Indoplast,4,74
2416,Dadri Gnoida Road,4,74
2417,Crfa52756 Gnoida Lg Electronics,4,74
2418,Crfa52756 Gnoida Inox,4,74
2419,Gnoida Pari Chowk,4,74
2420,Taj Expressway,4,74
2421,Gnoida Omaxe Nri City,4,74
2422,Gnoida Omax Shopping Mall,4,74
2423,Nimt Hospital,4,74
2424,Ansal Plaza Gnoida,4,74
2425,Ansal Golf Link,4,74
2426,Gnoida Sng Plaza,4,74
2427,Delhi Scottish School,4,74
2428,Greater Noida Stadium,4,74
2429,Gnoida Jaypee Sports Complex,4,74
2430,Metro Delhi International School,4,74
2431,Gnoida Golf Course,4,74
2432,Gnoida Eldeco Green Meadows,4,74
2433,Gnoida Eldeco Residency Green,4,74
2434,Ymca Gnoida,4,74
2435,Gnoida Sector Alpha,4,74
2436,Shopping Complex,4,74
2437,Parsavnath Flats,4,74
2438,Naveen Hospital,4,74
2439,Astha Hospital,4,74
2440,Graduate School Of Business Admn,4,74
2441,Noida Power Corp Ltd,4,74
2442,City Park Gnoida,4,74
2443,Heritage Club Gnoida,4,74
2444,Electricity Employees Housing Society,4,74
2445,Jp International School Of Engineering,4,74
2446,Army Welfare Housing Society,4,74
2447,Today Housing Society,4,74
2448,Black Gold Apts,4,74
2449,Sector Omega Sub Station,4,74
2450,Parsavnath Estate,4,74
2451,Prakash Hospital_Gnoida Sector Omega,4,74
2452,Parsavnath Panorama,4,74
2453,Pie Shopping Store,4,74
2454,Beta Shopping Complex,4,74
2455,Ryan International Group Of Schools,4,74
2456,Kasna Police Station,4,74
2457,Sigma Apartments,4,74
2458,Cactus Park,4,74
2459,Tata Officers Society,4,74
2460,Mother Dairy Beta-2,4,74
2461,Somervile School,4,74
2462,Kailash Hospital,4,74
2463,Iec College Of Engg And Tech,4,74
2464,Priyadarshini College Of Compuer Science,4,74
2465,Cambridge School,4,74
2466,Ishan Institute Of Management,4,74
2467,Bakson Homeopathic,4,74
2468,Aster Public School,4,74
2469,Omax Connaught Place Gnoida,4,74
2470,Gnoida Sector Delta,4,74
2471,Labour Chowk,4,74
2472,Palm Park,4,74
2473,India Expo Mart Circle,4,74
2474,Gymkhana Club Gnoida,4,74
2475,Innovative Institute,4,74
2476,Skyline Inst Of Tech,4,74
2477,Lloyds,4,74
2478,Mangalmay,4,74
2479,Galgotia Group Of Institution,4,74
2480,Gnoida Wipro,4,74
2481,Purvanchnal Silver City,4,74
2482,Parsavnath Privellege,4,74
2483,Unitech Verve,4,74
2484,Unitech Habitat,4,74
2485,Unitech Cascade,4,74
2486,Uniworld City Gnoida,4,74
2487,Unitech Horizon,4,74
2488,Plumeria Garden,4,74
2489,Its Engineering College,4,74
2490,Hindustan Institute Of Technology,4,74
2491,Iit Roorkee Campus,4,74
2492,Sharda Hospital Gnoida,4,74
2493,United Institute,4,74
2494,Shalimar Bagh,4,42
2495,Rohini Sector 28,4,40
2496,Hudson Lines,4,42
2497,Rajiv Gandhi Cancer Hospital,4,40
2498,Pulbangash,4,47
2499,Sant Nagar ( Burari),4,41
2500,New Gupta Colony,4,42
2501,Old Gupta Colony,4,42
2502,Gurgaon Sector  29,4,62
2503,Gurgaon Sector  49,4,61
2504,Gurgaon Sector 18,4,59
2505,Metropolitan Mall,4,52
2506,Gurgaon Sector 7,4,62
2507,Sohna Road,4,61
2508,Civil Lines Gurgaon,4,62
2509,Essel Tower,4,60
2510,"Medicity Hospital,Sector 38, Gurgaon",4,61
2511,Max Hospital Gurgaon,4,60
2512,"DLF Grand Mall, Gurgaon, Delhi",4,60
2513,Select City Walk,4,54
2514,Mehrauli,4,53
2515,Shankar Vihar,4,27
2516,Emporio Mall,4,53
2517,Sant Nagar ( East Of Kailash ),4,50
2518,Dhaula Kuan,4,36
2519,Asian Games Village Complex,4,50
2520,Khel Gaon,4,50
2521,Ansal Plaza_Siri Fort,4,50
2522,Gulmohar Park,4,50
2523,Gulmohar Enclave,4,50
2524,South Campus,4,50
2525,Geetanjali Enclave,4,54
2526,Lakshmibai Nagar,4,50
2527,Ina Colony,4,50
2528,Shahpur Jat,4,50
2529,Siri Fort,4,50
2530,"Jamia Nagar, Okhla",4,51
2531,"Sri Niwaspuri, New Delhi",4,50
2532,"Sarvodaya Enclave, New Delhi",4,52
2533,Siddharth Extension,4,51
2534,Netaji Nagar,4,49
2535,Saidulajab,4,53
2536,Panchsheel Park(S),4,52
2537,The Park,4,48
2538,Metropolitan Hotel Nikko,4,48
2539,"Sir Ganga Ram Hospital, Old Rajender Nagar",4,39
2540,Lodhi Road,4,50
2541,Roshanara Road,4,39
2542,New Delhi Railway Station,4,47
2543,Janakpuri(W),4,32
2544,NIT Faridabad,4,64
2545,Sector 127 Noida,4,72
2546,"Indrapuram, Ghaziabad",4,70
2547,"Vikas Marg, Swasthya Vihar, New Delhi",4,45
2548,Brar Square,4,38
2549,Gagan Vihar,4,45
2550,Parliament Street,4,48
2551,Okhla Industrial Area Phase 3,4,51
2552,Dayal Chowk,4,39
2553,Guru Dronacharya Metro,4,60
2554,Echs Polyclinic,4,59
2555,Talwar Medical Centre,4,52
2556,Khandelwal Clinic,4,52
2557,Nandi Vithi Road,4,52
2558,Ana International,4,53
2559,Select City Walk Mall,4,54
2560,FORTIS HOSPITAL VASANT KUNJ,4,53
2561,Meera Bagh Bus Stop,4,37
2562,Ashok Nagar_Tilak Nagar,4,32
2563,Nirvana Country,4,61
2564,Noida Sector 70,4,73
2565,Noida Sector 72,4,73
2566,Noida Sector 73,4,73
2567,Noida Sector 64,4,73
2568,Noida Sector 63,4,73
2569,Noida Sector 65,4,73
2570,Noida Sector 66,4,73
2571,Noida Sector 67,4,73
2572,Noida Sector 68,4,73
2573,Noida Sector 69,4,73
2635,Dera More,4,54
2636,Gurgaon Sector 15,4,62
2637,Noida Sector 93,4,72
2638,"MG Road Metro Station, Mehrauli Gurgaon",4,60
2639,Noida Sector 47,4,66
2640,Noida Sector 48,4,66
2641,Noida Sector 125,4,72
2642,Noida Sector 135,4,72
2643,"Rampura Industrial Area, Tri Nagar",4,42
2644,"Mandawali, New Delhi",4,45
2645,Noida Sector 142,4,72
2646,"Knowledge Park I, Greater Noida",4,74
2647,"Knowledge Park II, Greater Noida",4,74
2648,"Knowledge Park III, Greater Noida",4,74
2649,"Knowledge Park IV, Greater Noida",4,74
2650,"Knowledge Park V, Greater Noida",4,74
2651,"MG Road, Gurgaon",4,60
2652,"MGF Metropolitian Mall, Saket District Centre",4,52
2653,"HUDA City Cente, Sector 29, Gurgaon",4,60
2654,Bahadur Shah Zafar Marg New Delhi,4,47
2655,mandi village new delhi,4,55
2656,the pataudi palace gurgaon,4,24
2657,"Saidulabad, Sainik Farm, New Delhi",4,53
2658,"Tigri, Ghaziabad",4,73
2659,Faridabad sector 48,4,64
2660,Dwarka sector 16A,4,28
2661,Dwarka sector 16B,4,28
2662,Ghaziabad railway station,4,70
2663,crossing republik ghaziabad,4,73
2682,"Army institute of management and technology, Great",4,74
2683,Noida sector 126,4,72
2684,noida sector 122,4,72
3198,Ambience Mall - Vasant Kunj,4,24
3207,Faridabad sector 86,4,65
3215,Amar Colony_Southdelhi,4,50
